SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,June-1-2020,Single Family Residential,7415 N Wayland Ave,Portland,OR,97203,585000.0,3.0,2.0,UNIVERSITY PARK,2478.0,5662.0,1944.0,80.0,236.0,,Sold,,,http://www.redfin.com/OR/Portland/7415-N-Wayland-Ave-97203/home/26319083,RMLS,20031907.0,N,Y,45.5766079,-122.7108375
PAST SALE,April-3-2020,Single Family Residential,7906 N Wall Ave,Portland,OR,97203,288000.0,2.0,1.0,PORTSMOUTH,1466.0,4791.0,1925.0,139.0,196.0,,Sold,,,http://www.redfin.com/OR/Portland/7906-N-Wall-Ave-97203/home/26478929,RMLS,20659330.0,N,Y,45.5859632,-122.7282748
PAST SALE,July-24-2020,Single Family Residential,8719 N Portsmouth Ave,Portland,OR,97203,410000.0,3.0,1.5,Portland North,1288.0,6534.0,2000.0,27.0,318.0,,Sold,,,http://www.redfin.com/OR/Portland/8719-N-Portsmouth-Ave-97203/home/26523430,RMLS,20626301.0,N,Y,45.5861458,-122.7216827
PAST SALE,July-6-2020,Single Family Residential,10020 N Mohawk Ave,Portland,OR,97203,369900.0,3.0,1.0,ST. JOHNS,960.0,4791.0,1958.0,45.0,385.0,,Sold,,,http://www.redfin.com/OR/Portland/10020-N-Mohawk-Ave-97203/home/26527804,RMLS,20196394.0,N,Y,45.597424,-122.74402749999999
PAST SALE,February-28-2020,Single Family Residential,4755 N Oberlin St,Portland,OR,97203,475000.0,3.0,2.0,UNIVERSITY PARK,1448.0,5227.0,1928.0,174.0,328.0,,Sold,,,http://www.redfin.com/OR/Portland/4755-N-Oberlin-St-97203/home/26513836,RMLS,20338906.0,N,Y,45.5784716,-122.71814750000001
PAST SALE,February-24-2020,Single Family Residential,8823 N Druid Ave,Portland,OR,97203,425000.0,3.0,2.5,PORTSMOUTH NEIGHBORHOOD,1242.0,4791.0,1997.0,178.0,342.0,,Sold,,,http://www.redfin.com/OR/Portland/8823-N-Druid-Ave-97203/home/25795953,RMLS,20324333.0,N,Y,45.586299700000005,-122.7176143
PAST SALE,March-11-2020,Single Family Residential,5606 N Depauw St,Portland,OR,97203,599900.0,5.0,2.5,University Park,2518.0,7405.0,1959.0,162.0,238.0,,Sold,,,http://www.redfin.com/OR/Portland/5606-N-Depauw-St-97203/home/26461026,RMLS,20245983.0,N,Y,45.58098579999999,-122.72813359999999
PAST SALE,April-9-2020,Single Family Residential,9753 N Central St,Portland,OR,97203,427250.0,3.0,1.0,ST JOHNS,1198.0,5227.0,1971.0,133.0,357.0,,Sold,,,http://www.redfin.com/OR/Portland/9753-N-Central-St-97203/home/26459821,RMLS,20666559.0,N,Y,45.5982039,-122.7586064
PAST SALE,March-24-2020,Single Family Residential,7910 N Edison St,Portland,OR,97203,431000.0,3.0,1.0,CATHEDRAL PARK/ST JOHNS,884.0,4791.0,1962.0,149.0,488.0,,Sold,,,http://www.redfin.com/OR/Portland/7910-N-Edison-St-97203/home/26525662,RMLS,20293341.0,N,Y,45.5846941,-122.75054240000001
PAST SALE,May-7-2020,Single Family Residential,9331 N Allegheny Ave,Portland,OR,97203,457500.0,3.0,2.0,Portland North,2080.0,4791.0,1921.0,105.0,220.0,,Sold,,,http://www.redfin.com/OR/Portland/9331-N-Allegheny-Ave-97203/home/25771690,RMLS,20335318.0,N,Y,45.5940931,-122.7451325
PAST SALE,July-29-2020,Single Family Residential,7237 N Fessenden St,Portland,OR,97203,377500.0,3.0,1.0,ST JOHNS,976.0,4356.0,1954.0,22.0,387.0,,Sold,,,http://www.redfin.com/OR/Portland/7237-N-Fessenden-St-97203/home/25841441,RMLS,20207335.0,N,Y,45.594364299999995,-122.7380106
PAST SALE,May-27-2020,Single Family Residential,9234 N Allegheny Ave,Portland,OR,97203,345000.0,2.0,1.0,ST JOHNS / CATHEDRAL PARK,704.0,4791.0,1954.0,85.0,490.0,,Sold,,,http://www.redfin.com/OR/Portland/9234-N-Allegheny-Ave-97203/home/26545839,RMLS,20136580.0,N,Y,45.593316200000004,-122.7449869
PAST SALE,May-29-2020,Single Family Residential,8704 N Portsmouth Ave,Portland,OR,97203,462000.0,3.0,1.0,Portland North,1933.0,3920.0,1925.0,83.0,239.0,,Sold,,,http://www.redfin.com/OR/Portland/8704-N-Portsmouth-Ave-97203/home/25826884,RMLS,20558028.0,N,Y,45.5857961,-122.72123329999998
PAST SALE,April-22-2020,Single Family Residential,9001 N Trumbull Ave,Portland,OR,97203,480000.0,2.0,1.0,Portland North,1719.0,,1943.0,120.0,279.0,,Sold,,,http://www.redfin.com/OR/Portland/9001-N-Trumbull-Ave-97203/home/26477383,RMLS,19681884.0,N,Y,45.595737400000004,-122.75564550000001
PAST SALE,July-31-2020,Single Family Residential,6838 N Catlin Ave,Portland,OR,97203,435000.0,4.0,2.0,ST. JOHNS,1880.0,3920.0,1907.0,20.0,231.0,,Sold,,,http://www.redfin.com/OR/Portland/6838-N-Catlin-Ave-97203/home/26627439,RMLS,20143308.0,N,Y,45.5931924,-122.76304569999999
PAST SALE,June-26-2020,Single Family Residential,6743 N Princeton St,Portland,OR,97203,435000.0,2.0,1.0,UNIVERSITY PARK,1463.0,4791.0,1952.0,55.0,297.0,,Sold,,,http://www.redfin.com/OR/Portland/6743-N-Princeton-St-97203/home/26337788,RMLS,20363934.0,N,Y,45.5831107,-122.73804879999999
PAST SALE,July-20-2020,Single Family Residential,9409 N Tyler Ave,Portland,OR,97203,326500.0,2.0,1.0,St Johns,1771.0,,1951.0,31.0,184.0,,Sold,,,http://www.redfin.com/OR/Portland/9409-N-Tyler-Ave-97203/home/26416485,RMLS,20626701.0,N,Y,45.5942549,-122.74398870000002
PAST SALE,July-7-2020,Single Family Residential,7941 N Courtenay Ave,Portland,OR,97203,530000.0,3.0,2.5,Portland North,1894.0,3920.0,2017.0,44.0,280.0,,Sold,,,http://www.redfin.com/OR/Portland/7941-N-Courtenay-Ave-97203/home/105507697,RMLS,20494607.0,N,Y,45.5831769,-122.7197742
PAST SALE,February-28-2020,Single Family Residential,10161 N Ziegler Ave,Portland,OR,97203,327950.0,2.0,1.5,Portland North,1208.0,2613.0,2005.0,174.0,271.0,,Sold,,,http://www.redfin.com/OR/Portland/10161-N-Ziegler-Ave-97203/home/26654870,RMLS,19250632.0,N,Y,45.599677299999996,-122.7482608
PAST SALE,February-24-2020,Single Family Residential,10045 N Mohawk Ave,Portland,OR,97203,330000.0,4.0,2.0,ST. JOHNS,1840.0,4791.0,1913.0,178.0,179.0,,Sold,,,http://www.redfin.com/OR/Portland/10045-N-Mohawk-Ave-97203/home/26458589,RMLS,19335924.0,N,Y,45.5977574,-122.74436750000001
PAST SALE,February-27-2020,Single Family Residential,8333 N Hendricks St,Portland,OR,97203,353000.0,3.0,1.5,CHARLESTON PARK PLACE,1302.0,3920.0,2002.0,175.0,271.0,,Sold,,,http://www.redfin.com/OR/Portland/8333-N-Hendricks-St-97203/home/26533555,RMLS,19387741.0,N,Y,45.6004769,-122.7466385
PAST SALE,February-24-2020,Single Family Residential,7926 N Gloucester Ave,Portland,OR,97203,410000.0,3.0,1.0,PORTSMOUTH,2265.0,4791.0,1926.0,178.0,181.0,,Sold,,,http://www.redfin.com/OR/Portland/7926-N-Gloucester-Ave-97203/home/26522512,RMLS,19532059.0,N,Y,45.5838771,-122.72182439999999
PAST SALE,February-24-2020,Single Family Residential,9525 N Tioga Ave,Portland,OR,97203,350000.0,3.0,1.0,ST JOHNS,1280.0,5227.0,1942.0,178.0,273.0,,Sold,,,http://www.redfin.com/OR/Portland/9525-N-Tioga-Ave-97203/home/26460309,RMLS,20491108.0,N,Y,45.595339,-122.74125659999999
PAST SALE,April-30-2020,Single Family Residential,8073 N Ivanhoe St,Portland,OR,97203,450000.0,3.0,2.0,Portland North,2352.0,4791.0,1906.0,112.0,191.0,,Sold,,,http://www.redfin.com/OR/Portland/8073-N-Ivanhoe-St-97203/home/26475268,RMLS,20041990.0,N,Y,45.588179700000005,-122.7503317
PAST SALE,April-7-2020,Single Family Residential,7900 N Edison St,Portland,OR,97203,389000.0,2.0,1.0,CATHEDRAL PARK/ST JOHNS,864.0,4791.0,1951.0,135.0,450.0,,Sold,,,http://www.redfin.com/OR/Portland/7900-N-Edison-St-97203/home/26435533,RMLS,20637686.0,N,Y,45.5846229,-122.75037979999999
PAST SALE,March-16-2020,Single Family Residential,8365 N Bank St,Portland,OR,97203,350000.0,3.0,1.5,Portland North,1370.0,3920.0,2002.0,157.0,255.0,,Sold,,,http://www.redfin.com/OR/Portland/8365-N-Bank-St-97203/home/26535796,RMLS,20485307.0,N,Y,45.600069,-122.74755490000001
PAST SALE,March-30-2020,Single Family Residential,6632 N Syracuse St,Portland,OR,97203,493000.0,3.0,2.0,UNIVERSITY PARK,2462.0,14810.0,1953.0,143.0,200.0,,Sold,,,http://www.redfin.com/OR/Portland/6632-N-Syracuse-St-97203/home/26337782,RMLS,20506516.0,N,Y,45.5832496,-122.7365915
PAST SALE,April-20-2020,Single Family Residential,7222 N Leonard St,Portland,OR,97203,351000.0,2.0,1.0,Portland North,982.0,3920.0,1923.0,122.0,357.0,,Sold,,,http://www.redfin.com/OR/Portland/7222-N-Leonard-St-97203/home/25823621,RMLS,20329653.0,N,Y,45.5881242,-122.74115379999999
PAST SALE,April-30-2020,Single Family Residential,7631 N Edison St,Portland,OR,97203,279000.0,3.0,1.0,Portland North,1796.0,4791.0,1905.0,112.0,155.0,,Sold,,,http://www.redfin.com/OR/Portland/7631-N-Edison-St-97203/home/26435444,RMLS,20105879.0,N,Y,45.5840953,-122.74728200000001
PAST SALE,,Single Family Residential,6807 N Catlin Ave,Portland,OR,97203,830000.0,2.0,1.0,,2603.0,6000.0,1905.0,,319.0,,,,,http://www.redfin.com/OR/Portland/6807-N-Catlin-Ave-97203/home/26581547,,,N,Y,45.593312,-122.763698
PAST SALE,April-22-2020,Single Family Residential,7824 N Kellogg St,Portland,OR,97203,500000.0,3.0,1.0,Portland North,1982.0,4791.0,1913.0,120.0,252.0,,Sold,,,http://www.redfin.com/OR/Portland/7824-N-Kellogg-St-97203/home/26328986,RMLS,20392711.0,N,Y,45.588347999999996,-122.74763109999999
PAST SALE,February-28-2020,Single Family Residential,9530 N Exeter Ave,Portland,OR,97203,440000.0,3.0,2.5,ST JOHNS,1516.0,2613.0,2012.0,174.0,290.0,,Sold,,,http://www.redfin.com/OR/Portland/9530-N-Exeter-Ave-97203/home/28798311,RMLS,20585328.0,N,Y,45.5918261,-122.7217836
PAST SALE,March-9-2020,Single Family Residential,8135 N Druid Ave,Portland,OR,97203,437500.0,4.0,2.0,Portland North,1549.0,4791.0,1982.0,164.0,282.0,,Sold,,,http://www.redfin.com/OR/Portland/8135-N-Druid-Ave-97203/home/25766121,RMLS,20624164.0,N,Y,45.583387,-122.7177105
PAST SALE,March-9-2020,Single Family Residential,4236 N Amherst St,Portland,OR,97203,615000.0,4.0,3.0,Mocks Crest,2519.0,5662.0,1966.0,164.0,244.0,,Sold,,,http://www.redfin.com/OR/Portland/4236-N-Amherst-St-97203/home/26314271,RMLS,20432692.0,N,Y,45.5759126,-122.7113761
PAST SALE,March-31-2020,Single Family Residential,9223 N Macrum Ave,Portland,OR,97203,367000.0,3.0,2.5,ST JOHNS,1422.0,2613.0,2008.0,142.0,258.0,,Sold,,,http://www.redfin.com/OR/Portland/9223-N-Macrum-Ave-97203/home/25773350,RMLS,20420414.0,N,Y,45.590281700000006,-122.7322625
PAST SALE,March-19-2020,Single Family Residential,9034 N Portsmouth Ave,Portland,OR,97203,345000.0,2.0,1.0,PORTSMOUTH/UNIVERSITY PARK,1400.0,5227.0,1942.0,154.0,246.0,,Sold,,,http://www.redfin.com/OR/Portland/9034-N-Portsmouth-Ave-97203/home/26563566,RMLS,20493139.0,N,Y,45.588553399999995,-122.7207241
PAST SALE,March-13-2020,Single Family Residential,8254 N Foss Ave,Portland,OR,97203,469900.0,3.0,2.5,UNIVERSITY PARK,1445.0,2613.0,2020.0,160.0,325.0,,Sold,,,http://www.redfin.com/OR/Portland/8254-N-Foss-Ave-97203/home/26335370,RMLS,20516805.0,N,Y,45.5831605,-122.70995479999999
PAST SALE,February-27-2020,Single Family Residential,9525 N Hodge Ave,Portland,OR,97203,340000.0,2.0,1.0,PORTSMOUTH,720.0,4791.0,1953.0,175.0,472.0,,Sold,,,http://www.redfin.com/OR/Portland/9525-N-Hodge-Ave-97203/home/26299372,RMLS,20376024.0,N,Y,45.5916135,-122.720266
PAST SALE,March-18-2020,Single Family Residential,5031 N Oberlin St,Portland,OR,97203,460000.0,3.0,2.0,University Park,1441.0,3484.0,1935.0,155.0,319.0,,Sold,,,http://www.redfin.com/OR/Portland/5031-N-Oberlin-St-97203/home/26426337,RMLS,20220270.0,N,Y,45.5799549,-122.7216358
PAST SALE,April-24-2020,Single Family Residential,9301 N Minerva Ave,Portland,OR,97203,410000.0,3.0,1.0,ST JOHNS,1283.0,4356.0,1952.0,118.0,320.0,,Sold,,,http://www.redfin.com/OR/Portland/9301-N-Minerva-Ave-97203/home/26466290,RMLS,20016936.0,N,Y,45.5908191,-122.7330248
PAST SALE,March-25-2020,Single Family Residential,8755 N Wayland Ave,Portland,OR,97203,384300.0,2.0,1.0,Portland North,830.0,4791.0,1950.0,148.0,463.0,,Sold,,,http://www.redfin.com/OR/Portland/8755-N-Wayland-Ave-97203/home/26547670,RMLS,20567878.0,N,Y,45.5862001,-122.71151409999999
PAST SALE,June-1-2020,Single Family Residential,8234 N Willamette Blvd,Portland,OR,97203,347500.0,2.0,1.0,ST JOHNS,752.0,2613.0,1950.0,80.0,462.0,,Sold,,,http://www.redfin.com/OR/Portland/8234-N-Willamette-Blvd-97203/home/35655596,RMLS,20137276.0,N,Y,45.586501500000004,-122.75359740000002
PAST SALE,June-18-2020,Single Family Residential,8567 N Burr Ave,Portland,OR,97203,373000.0,2.0,1.0,St. Johns,836.0,4791.0,1950.0,63.0,446.0,,Sold,,,http://www.redfin.com/OR/Portland/8567-N-Burr-Ave-97203/home/26576022,RMLS,20671887.0,N,Y,45.5900241,-122.740752
PAST SALE,July-17-2020,Single Family Residential,9208 N Leonard St,Portland,OR,97203,405000.0,3.0,1.0,ST. JOHNS,1926.0,3484.0,1897.0,34.0,210.0,,Sold,,,http://www.redfin.com/OR/Portland/9208-N-Leonard-St-97203/home/26612039,RMLS,20470818.0,N,Y,45.5943179,-122.7568254
PAST SALE,May-21-2020,Single Family Residential,9232 N Syracuse St,Portland,OR,97203,595000.0,4.0,2.0,ST JOHNS / CATHEDRAL PARK,2680.0,6098.0,1910.0,91.0,222.0,,Sold,,,http://www.redfin.com/OR/Portland/9232-N-Syracuse-St-97203/home/26393940,RMLS,20190629.0,N,Y,45.592882,-122.76029750000001
PAST SALE,June-18-2020,Single Family Residential,10014 N Buchanan Ave,Portland,OR,97203,452600.0,3.0,2.0,ST. JOHNS,2096.0,4791.0,1927.0,63.0,216.0,,Sold,,,http://www.redfin.com/OR/Portland/10014-N-Buchanan-Ave-97203/home/26527587,RMLS,20200941.0,N,Y,45.5961675,-122.7391916
PAST SALE,,Single Family Residential,9423 N Syracuse St,Portland,OR,97203,460000.0,4.0,2.0,,2554.0,7190.0,1917.0,,180.0,,,,,http://www.redfin.com/OR/Portland/9423-N-Syracuse-St-97203/home/26298247,,,N,Y,45.5940569,-122.7607422
PAST SALE,,Single Family Residential,7961 N Jersey St,Portland,OR,97203,372000.0,2.0,1.0,,912.0,5000.0,1919.0,,408.0,,,,,http://www.redfin.com/OR/Portland/7961-N-Jersey-St-97203/home/26328944,,,N,Y,45.588175,-122.748158
PAST SALE,May-12-2020,Single Family Residential,8044 N Central St,Portland,OR,97203,355000.0,2.0,1.0,ST JOHNS,1280.0,3920.0,1914.0,100.0,277.0,,Sold,,,http://www.redfin.com/OR/Portland/8044-N-Central-St-97203/home/26448874,RMLS,20653891.0,N,Y,45.5906088,-122.74831640000001
PAST SALE,April-9-2020,Single Family Residential,6805 N Seneca St,Portland,OR,97203,375000.0,3.0,1.0,ST. JOHNS,966.0,4791.0,1954.0,133.0,388.0,,Sold,,,http://www.redfin.com/OR/Portland/6805-N-Seneca-St-97203/home/26650785,RMLS,20646286.0,N,Y,45.5917546,-122.7334453
PAST SALE,May-22-2020,Single Family Residential,10102 N Smith St,Portland,OR,97203,363000.0,2.0,2.0,Portland North,1089.0,8276.0,1954.0,90.0,333.0,,Sold,,,http://www.redfin.com/OR/Portland/10102-N-Smith-St-97203/home/26486325,RMLS,20216196.0,N,Y,45.60140560000001,-122.7587058
PAST SALE,August-14-2020,Single Family Residential,5608 N Columbia Blvd,Portland,OR,97203,401000.0,3.0,2.0,Portland North,1592.0,4356.0,1950.0,6.0,252.0,,Sold,,,http://www.redfin.com/OR/Portland/5608-N-Columbia-Blvd-97203/home/26617651,RMLS,20272640.0,N,Y,45.5941445,-122.72437250000002
PAST SALE,June-30-2020,Single Family Residential,9221 N Edison St,Portland,OR,97203,660000.0,5.0,3.0,CATHEDRAL PARK/ST. JOHNS,2790.0,4791.0,2009.0,51.0,237.0,,Sold,,,http://www.redfin.com/OR/Portland/9221-N-Edison-St-97203/home/25804703,RMLS,20192855.0,N,Y,45.5922248,-122.7614442
PAST SALE,May-22-2020,Single Family Residential,7626 N Fessenden St,Portland,OR,97203,402000.0,3.0,2.0,Portland North,1040.0,4356.0,1953.0,90.0,387.0,,Sold,,,http://www.redfin.com/OR/Portland/7626-N-Fessenden-St-97203/home/25863748,RMLS,20340008.0,N,Y,45.59486,-122.7418499
PAST SALE,June-1-2020,Single Family Residential,6816 N Bank St,Portland,OR,97203,405000.0,3.0,2.5,ST JOHNS,1445.0,2613.0,2020.0,80.0,280.0,,Sold,,,http://www.redfin.com/OR/Portland/6816-N-Bank-St-97203/home/26513077,RMLS,20385520.0,N,Y,45.596605,-122.7328162
PAST SALE,June-15-2020,Single Family Residential,9016 N Portsmouth Ave,Portland,OR,97203,499900.0,4.0,2.5,PORTSMOUTH,1821.0,3484.0,2020.0,66.0,275.0,,Sold,,,http://www.redfin.com/OR/Portland/9016-N-Portsmouth-Ave-97203/home/171147373,RMLS,20425981.0,N,Y,45.5882698,-122.72069990000001
PAST SALE,May-20-2020,Single Family Residential,10110 N Macrum Ave,Portland,OR,97203,345000.0,3.0,1.5,EAST ST JOHNS,936.0,4791.0,1960.0,92.0,369.0,,Sold,,,http://www.redfin.com/OR/Portland/10110-N-Macrum-Ave-97203/home/26567753,RMLS,20367581.0,N,Y,45.5962889,-122.73009909999999
PAST SALE,July-2-2020,Single Family Residential,8003 N Dwight Ave,Portland,OR,97203,516000.0,3.0,2.0,Columbia Park,2434.0,3920.0,1928.0,49.0,212.0,,Sold,,,http://www.redfin.com/OR/Portland/8003-N-Dwight-Ave-97203/home/26335164,RMLS,20420477.0,N,Y,45.5815639,-122.7147989
PAST SALE,July-22-2020,Single Family Residential,6949 N Astor St,Portland,OR,97203,381000.0,4.0,2.0,Portland North,2289.0,4791.0,1915.0,29.0,166.0,,Sold,,,http://www.redfin.com/OR/Portland/6949-N-Astor-St-97203/home/25736604,RMLS,20010142.0,N,Y,45.5962898,-122.7345821
PAST SALE,July-15-2020,Single Family Residential,6827 N Hudson St,Portland,OR,97203,350000.0,2.0,1.0,ST. JOHNS,603.0,4791.0,1927.0,36.0,580.0,,Sold,,,http://www.redfin.com/OR/Portland/6827-N-Hudson-St-97203/home/26615480,RMLS,20235388.0,N,Y,45.589185,-122.7353869
PAST SALE,May-22-2020,Single Family Residential,7306 N Princeton St,Portland,OR,97203,385000.0,2.0,1.5,Portland North,1976.0,4791.0,1909.0,90.0,195.0,,Sold,,,http://www.redfin.com/OR/Portland/7306-N-Princeton-St-97203/home/26423012,RMLS,20481362.0,N,Y,45.5842667,-122.74380330000001
PAST SALE,May-14-2020,Single Family Residential,8044 N Foss Ave,Portland,OR,97203,605000.0,3.0,2.5,Portland North,2857.0,10018.0,1954.0,98.0,212.0,,Sold,,,http://www.redfin.com/OR/Portland/8044-N-Foss-Ave-97203/home/26335379,RMLS,20618015.0,N,Y,45.5820796,-122.7099879
PAST SALE,June-17-2020,Single Family Residential,6817 N Armour St,Portland,OR,97203,319900.0,2.0,1.0,ST JOHNS,1470.0,4791.0,1925.0,64.0,218.0,,Sold,,,http://www.redfin.com/OR/Portland/6817-N-Armour-St-97203/home/25809530,RMLS,20359022.0,N,Y,45.59852,-122.7328967
PAST SALE,April-15-2020,Single Family Residential,4021 N Juneau St,Portland,OR,97203,379000.0,4.0,2.0,Portland North,1440.0,6098.0,1985.0,127.0,263.0,,Sold,,,http://www.redfin.com/OR/Portland/4021-N-Juneau-St-97203/home/26461679,RMLS,20427524.0,N,Y,45.5912089,-122.70835120000001
PAST SALE,July-23-2020,Single Family Residential,6520 N Amherst St,Portland,OR,97203,420000.0,2.0,1.0,UNIVERSITY PARK,1140.0,5662.0,1948.0,28.0,368.0,,Sold,,,http://www.redfin.com/OR/Portland/6520-N-Amherst-St-97203/home/26508819,RMLS,20431251.0,N,Y,45.5811299,-122.7361412
PAST SALE,July-31-2020,Single Family Residential,5209 N Hudson St,Portland,OR,97203,430000.0,2.0,1.0,Portland North,2328.0,10018.0,1943.0,20.0,185.0,,Sold,,,http://www.redfin.com/OR/Portland/5209-N-Hudson-St-97203/home/26325349,RMLS,20306603.0,N,Y,45.5882199,-122.7202243
PAST SALE,July-10-2020,Single Family Residential,9406 N Macrum Ave,Portland,OR,97203,347500.0,3.0,2.5,Portland North,1346.0,1742.0,2008.0,41.0,258.0,,Sold,,,http://www.redfin.com/OR/Portland/9406-N-Macrum-Ave-97203/home/25802897,RMLS,20503136.0,N,Y,45.5909745,-122.7314328
PAST SALE,June-3-2020,Single Family Residential,9330 N Woolsey Ave,Portland,OR,97203,320000.0,3.0,2.5,New Columbia,1362.0,2178.0,2007.0,78.0,235.0,101.0,Sold,,,http://www.redfin.com/OR/Portland/9330-N-Woolsey-Ave-97203/home/26620893,RMLS,20127090.0,N,Y,45.590892,-122.7137619
PAST SALE,,Single Family Residential,7246 N Newell Ave,Portland,OR,97203,363000.0,2.0,1.0,,788.0,5000.0,1940.0,,461.0,,,,,http://www.redfin.com/OR/Portland/7246-N-Newell-Ave-97203/home/26559948,,,N,Y,45.5835567,-122.73419479999998
PAST SALE,April-22-2020,Single Family Residential,7715 N Dwight Ave,Portland,OR,97203,416000.0,3.0,2.0,Portland North,1136.0,6098.0,1955.0,120.0,366.0,,Sold,,,http://www.redfin.com/OR/Portland/7715-N-Dwight-Ave-97203/home/26608526,RMLS,20644123.0,N,Y,45.5804086,-122.7148074
PAST SALE,May-26-2020,Single Family Residential,7524 N Central St,Portland,OR,97203,500000.0,2.0,2.0,ST JOHNS,1351.0,4356.0,1923.0,86.0,370.0,,Sold,,,http://www.redfin.com/OR/Portland/7524-N-Central-St-97203/home/26551520,RMLS,20123053.0,N,Y,45.5894611,-122.74365619999999
PAST SALE,July-20-2020,Single Family Residential,8410 N Swenson St,Portland,OR,97203,450000.0,3.0,2.5,ST. JOHNS,2097.0,5662.0,1907.0,31.0,215.0,,Sold,,,http://www.redfin.com/OR/Portland/8410-N-Swenson-St-97203/home/26675462,RMLS,20568277.0,N,Y,45.5992824,-122.7484643
PAST SALE,June-2-2020,Single Family Residential,6945 N Olympia St,Portland,OR,97203,420000.0,3.0,2.5,ST JOHNS,1893.0,2613.0,2014.0,79.0,222.0,,Sold,,,http://www.redfin.com/OR/Portland/6945-N-Olympia-St-97203/home/55241669,RMLS,20418818.0,N,Y,45.5954205,-122.734374
PAST SALE,July-9-2020,Single Family Residential,6217 N Astor St,Portland,OR,97203,403150.0,3.0,3.0,Portland North,1261.0,4791.0,2004.0,42.0,320.0,,Sold,,,http://www.redfin.com/OR/Portland/6217-N-Astor-St-97203/home/26624893,RMLS,20422144.0,N,Y,45.5963048,-122.72876799999999
PAST SALE,June-26-2020,Single Family Residential,9426 N Hodge Ave,Portland,OR,97203,451000.0,3.0,2.0,Portsmouth,1065.0,4791.0,1969.0,55.0,423.0,,Sold,,,http://www.redfin.com/OR/Portland/9426-N-Hodge-Ave-97203/home/25746648,RMLS,20113240.0,N,Y,45.590692499999996,-122.7197044
PAST SALE,March-31-2020,Single Family Residential,9043 N Portsmouth Ave,Portland,OR,97203,445000.0,3.0,2.0,Portland North,2220.0,5227.0,1907.0,142.0,200.0,,Sold,,,http://www.redfin.com/OR/Portland/9043-N-Portsmouth-Ave-97203/home/26497161,RMLS,19437608.0,N,Y,45.5886734,-122.721376
PAST SALE,June-12-2020,Single Family Residential,9816 N Ivanhoe St,Portland,OR,97203,548000.0,4.0,3.0,CATHEDRAL PARK/ST JOHNS,2251.0,4791.0,1908.0,69.0,243.0,,Sold,,,http://www.redfin.com/OR/Portland/9816-N-Ivanhoe-St-97203/home/25744847,RMLS,20498874.0,N,Y,45.5968599,-122.76278459999999
PAST SALE,June-25-2020,Single Family Residential,8939 N Wall Ave,Portland,OR,97203,380000.0,2.0,1.0,Portland North,822.0,4791.0,1955.0,56.0,462.0,,Sold,,,http://www.redfin.com/OR/Portland/8939-N-Wall-Ave-97203/home/26617739,RMLS,20466660.0,N,Y,45.587008600000004,-122.728481
PAST SALE,May-21-2020,Single Family Residential,5635 N Depauw St,Portland,OR,97203,565000.0,4.0,2.5,UNIVERSITY PARK/PORTSMOUTH,2028.0,3484.0,2014.0,91.0,279.0,,Sold,,,http://www.redfin.com/OR/Portland/5635-N-Depauw-St-97203/home/65636640,RMLS,20300885.0,N,Y,45.5814972,-122.72823989999999
PAST SALE,July-2-2020,Single Family Residential,8715 N Wayland Ave,Portland,OR,97203,350000.0,2.0,1.0,Portsmouth,816.0,5227.0,1950.0,49.0,429.0,,Sold,,,http://www.redfin.com/OR/Portland/8715-N-Wayland-Ave-97203/home/26335431,RMLS,20606921.0,N,Y,45.585614299999996,-122.7115436
PAST SALE,July-1-2020,Single Family Residential,4712 N Houghton St,Portland,OR,97203,490000.0,5.0,2.0,PORTSMOUTH,2256.0,3049.0,1923.0,50.0,217.0,,Sold,,,http://www.redfin.com/OR/Portland/4712-N-Houghton-St-97203/home/25735687,RMLS,20498369.0,N,Y,45.5864672,-122.71555430000001
PAST SALE,March-27-2020,Single Family Residential,7205 N Stanford Ave,Portland,OR,97203,435000.0,3.0,1.0,UNIVERSITY PARK,1748.0,7405.0,1912.0,146.0,249.0,,Sold,,,http://www.redfin.com/OR/Portland/7205-N-Stanford-Ave-97203/home/26385754,RMLS,20492683.0,N,Y,45.5794252,-122.7249186
PAST SALE,February-25-2020,Single Family Residential,9326 N Smith St,Portland,OR,97203,405000.0,2.0,1.0,St Johns,1752.0,9583.0,1943.0,177.0,231.0,,Sold,,,http://www.redfin.com/OR/Portland/9326-N-Smith-St-97203/home/26548553,RMLS,20331352.0,N,Y,45.596303999999996,-122.75516470000001
PAST SALE,July-15-2020,Single Family Residential,7936 N Woolsey Ave,Portland,OR,97203,490000.0,3.0,2.0,University Park,2100.0,4791.0,1914.0,36.0,233.0,,Sold,,,http://www.redfin.com/OR/Portland/7936-N-Woolsey-Ave-97203/home/26485066,RMLS,20131619.0,N,Y,45.5813755,-122.71320630000001
